interaction_id,DRUG_NAME,TARGET_NAME,TARGET_CLASS,ACTION_TYPE,interaction_text
9849,phentolamine,"sodium channel alpha subunits; brain (types i, ii, iii)",ion channel,,"Drug: phentolamine | Target: sodium channel alpha subunits; brain (types i, ii, iii) | Type: ion channel | Action: nan"
9850,phenylalanine,large neutral amino acids transporter small subunit 1,transporter,,Drug: phenylalanine | Target: large neutral amino acids transporter small subunit 1 | Type: transporter | Action: nan
9851,phenylalanine,voltage-dependent calcium channel subunit alpha-2/delta-1,ion channel,,Drug: phenylalanine | Target: voltage-dependent calcium channel subunit alpha-2/delta-1 | Type: ion channel | Action: nan
9852,phenylalanine,l-type amino acid transporter 1,transporter,,Drug: phenylalanine | Target: l-type amino acid transporter 1 | Type: transporter | Action: nan
9853,phenylalanine,intestinal alkaline phosphatase,enzyme,,Drug: phenylalanine | Target: intestinal alkaline phosphatase | Type: enzyme | Action: nan
9854,phenylalanine,probable g-protein coupled receptor 139,gpcr,AGONIST,Drug: phenylalanine | Target: probable g-protein coupled receptor 139 | Type: gpcr | Action: AGONIST
9855,phenylalanine,intestinal-type alkaline phosphatase,enzyme,,Drug: phenylalanine | Target: intestinal-type alkaline phosphatase | Type: enzyme | Action: nan
9856,phenylalanine,e3 ubiquitin-protein ligase xiap,unclassified,,Drug: phenylalanine | Target: e3 ubiquitin-protein ligase xiap | Type: unclassified | Action: nan
9857,phenylbutazone,prostaglandin g/h synthase 1,enzyme,INHIBITOR,Drug: phenylbutazone | Target: prostaglandin g/h synthase 1 | Type: enzyme | Action: INHIBITOR
9858,phenylbutazone,fmet-leu-phe receptor,gpcr,,Drug: phenylbutazone | Target: fmet-leu-phe receptor | Type: gpcr | Action: nan
9859,phenylbutazone,prostacyclin synthase,enzyme,,Drug: phenylbutazone | Target: prostacyclin synthase | Type: enzyme | Action: nan
9860,phenylbutazone,cytochrome p450 2c9,enzyme,,Drug: phenylbutazone | Target: cytochrome p450 2c9 | Type: enzyme | Action: nan
9861,phenylbutazone,cyclooxygenase 2; prostaglandin g/h synthase-2; uncharacterized protein,enzyme,,Drug: phenylbutazone | Target: cyclooxygenase 2; prostaglandin g/h synthase-2; uncharacterized protein | Type: enzyme | Action: nan
9862,phenylbutazone,cyclooxygenase,enzyme,,Drug: phenylbutazone | Target: cyclooxygenase | Type: enzyme | Action: nan
9863,phenylbutazone,nicotinate phosphoribosyltransferase,enzyme,,Drug: phenylbutazone | Target: nicotinate phosphoribosyltransferase | Type: enzyme | Action: nan
9864,phenylephrine,alpha-1a adrenergic receptor,gpcr,AGONIST,Drug: phenylephrine | Target: alpha-1a adrenergic receptor | Type: gpcr | Action: AGONIST
9865,phenylephrine,alpha-1d adrenergic receptor,gpcr,AGONIST,Drug: phenylephrine | Target: alpha-1d adrenergic receptor | Type: gpcr | Action: AGONIST
9866,phenylephrine,alpha-1b adrenergic receptor,gpcr,AGONIST,Drug: phenylephrine | Target: alpha-1b adrenergic receptor | Type: gpcr | Action: AGONIST
9867,phenylephrine,beta-1 adrenergic receptor,gpcr,,Drug: phenylephrine | Target: beta-1 adrenergic receptor | Type: gpcr | Action: nan
9868,phenylephrine,alpha-1a adrenergic receptor,gpcr,,Drug: phenylephrine | Target: alpha-1a adrenergic receptor | Type: gpcr | Action: nan
9869,phenylephrine,alpha-1b adrenergic receptor,gpcr,,Drug: phenylephrine | Target: alpha-1b adrenergic receptor | Type: gpcr | Action: nan
9870,phenylephrine,adrenergic receptor alpha-2,gpcr,,Drug: phenylephrine | Target: adrenergic receptor alpha-2 | Type: gpcr | Action: nan
9871,phenylephrine,adrenergic receptor alpha-1,gpcr,,Drug: phenylephrine | Target: adrenergic receptor alpha-1 | Type: gpcr | Action: nan
9872,phenylephrine,adrenergic receptor alpha-2,gpcr,,Drug: phenylephrine | Target: adrenergic receptor alpha-2 | Type: gpcr | Action: nan
9873,phenylephrine,alpha-1b adrenergic receptor,gpcr,,Drug: phenylephrine | Target: alpha-1b adrenergic receptor | Type: gpcr | Action: nan
9874,phenylpropanolamine,alpha-2a adrenergic receptor,gpcr,,Drug: phenylpropanolamine | Target: alpha-2a adrenergic receptor | Type: gpcr | Action: nan
9875,phenylpropanolamine,potassium voltage-gated channel subfamily h member 2,ion channel,,Drug: phenylpropanolamine | Target: potassium voltage-gated channel subfamily h member 2 | Type: ion channel | Action: nan
9876,phenylpropanolamine,sodium-dependent noradrenaline transporter,transporter,,Drug: phenylpropanolamine | Target: sodium-dependent noradrenaline transporter | Type: transporter | Action: nan
9877,phenylpropanolamine,5-hydroxytryptamine receptor 7,gpcr,,Drug: phenylpropanolamine | Target: 5-hydroxytryptamine receptor 7 | Type: gpcr | Action: nan
9878,phenylpropanolamine,alpha-1a adrenergic receptor,gpcr,AGONIST,Drug: phenylpropanolamine | Target: alpha-1a adrenergic receptor | Type: gpcr | Action: AGONIST
9879,phenylpropanolamine,alpha-2b adrenergic receptor,gpcr,,Drug: phenylpropanolamine | Target: alpha-2b adrenergic receptor | Type: gpcr | Action: nan
9880,phenylpropanolamine,muscarinic acetylcholine receptor m1,gpcr,,Drug: phenylpropanolamine | Target: muscarinic acetylcholine receptor m1 | Type: gpcr | Action: nan
9881,phenylpropanolamine,alpha-2c adrenergic receptor,gpcr,,Drug: phenylpropanolamine | Target: alpha-2c adrenergic receptor | Type: gpcr | Action: nan
9882,phenylpropanolamine,sodium-dependent dopamine transporter,transporter,,Drug: phenylpropanolamine | Target: sodium-dependent dopamine transporter | Type: transporter | Action: nan
9883,phenylpropanolamine,alpha-1a adrenergic receptor,gpcr,,Drug: phenylpropanolamine | Target: alpha-1a adrenergic receptor | Type: gpcr | Action: nan
9884,phenylpropanolamine,alpha-2b adrenergic receptor,gpcr,,Drug: phenylpropanolamine | Target: alpha-2b adrenergic receptor | Type: gpcr | Action: nan
9885,phenylpropanolamine,alpha-1d adrenergic receptor,gpcr,,Drug: phenylpropanolamine | Target: alpha-1d adrenergic receptor | Type: gpcr | Action: nan
9886,phenylpropanolamine,alpha-1b adrenergic receptor,gpcr,,Drug: phenylpropanolamine | Target: alpha-1b adrenergic receptor | Type: gpcr | Action: nan
9887,phenyltoloxamine,d(1a) dopamine receptor,gpcr,,Drug: phenyltoloxamine | Target: d(1a) dopamine receptor | Type: gpcr | Action: nan
9888,phenyltoloxamine,d(2) dopamine receptor,gpcr,,Drug: phenyltoloxamine | Target: d(2) dopamine receptor | Type: gpcr | Action: nan
9889,phenyltoloxamine,d(1b) dopamine receptor,gpcr,,Drug: phenyltoloxamine | Target: d(1b) dopamine receptor | Type: gpcr | Action: nan
9890,phenyltoloxamine,d(4) dopamine receptor,gpcr,,Drug: phenyltoloxamine | Target: d(4) dopamine receptor | Type: gpcr | Action: nan
9891,phenyltoloxamine,histamine h1 receptor,gpcr,ANTAGONIST,Drug: phenyltoloxamine | Target: histamine h1 receptor | Type: gpcr | Action: ANTAGONIST
9892,phenytoin,nuclear receptor subfamily 1 group i member 3,nuclear hormone receptor,,Drug: phenytoin | Target: nuclear receptor subfamily 1 group i member 3 | Type: nuclear hormone receptor | Action: nan
9893,phenytoin,sodium channel protein type 5 subunit alpha,ion channel,BLOCKER,Drug: phenytoin | Target: sodium channel protein type 5 subunit alpha | Type: ion channel | Action: BLOCKER
9894,phenytoin,sodium channel protein type 1 subunit alpha,ion channel,BLOCKER,Drug: phenytoin | Target: sodium channel protein type 1 subunit alpha | Type: ion channel | Action: BLOCKER
9895,phenytoin,sodium channel protein type 2 subunit alpha,ion channel,BLOCKER,Drug: phenytoin | Target: sodium channel protein type 2 subunit alpha | Type: ion channel | Action: BLOCKER
9896,phenytoin,sodium channel protein type 3 subunit alpha,ion channel,BLOCKER,Drug: phenytoin | Target: sodium channel protein type 3 subunit alpha | Type: ion channel | Action: BLOCKER
9897,phenytoin,sodium channel protein type 4 subunit alpha,ion channel,BLOCKER,Drug: phenytoin | Target: sodium channel protein type 4 subunit alpha | Type: ion channel | Action: BLOCKER
9898,phenytoin,sodium channel protein type 8 subunit alpha,ion channel,BLOCKER,Drug: phenytoin | Target: sodium channel protein type 8 subunit alpha | Type: ion channel | Action: BLOCKER
9899,phenytoin,sodium channel protein type 9 subunit alpha,ion channel,BLOCKER,Drug: phenytoin | Target: sodium channel protein type 9 subunit alpha | Type: ion channel | Action: BLOCKER
9900,phenytoin,sodium channel protein type 2 subunit alpha,ion channel,,Drug: phenytoin | Target: sodium channel protein type 2 subunit alpha | Type: ion channel | Action: nan
9901,phenytoin,"sodium channel alpha subunits; brain (types i, ii, iii)",ion channel,,"Drug: phenytoin | Target: sodium channel alpha subunits; brain (types i, ii, iii) | Type: ion channel | Action: nan"
9902,phloroglucinol,beta-secretase 1,enzyme,,Drug: phloroglucinol | Target: beta-secretase 1 | Type: enzyme | Action: nan
9903,oxagrelate,phosphodiesterase 3,enzyme,,Drug: oxagrelate | Target: phosphodiesterase 3 | Type: enzyme | Action: nan
9904,oxagrelate,phosphodiesterase 1,enzyme,,Drug: oxagrelate | Target: phosphodiesterase 1 | Type: enzyme | Action: nan
9905,physostigmine,cytochrome p450 2d6,enzyme,,Drug: physostigmine | Target: cytochrome p450 2d6 | Type: enzyme | Action: nan
9906,physostigmine,acetylcholinesterase,enzyme,INHIBITOR,Drug: physostigmine | Target: acetylcholinesterase | Type: enzyme | Action: INHIBITOR
9907,physostigmine,cholinesterase,enzyme,,Drug: physostigmine | Target: cholinesterase | Type: enzyme | Action: nan
9908,physostigmine,acetylcholinesterase,enzyme,,Drug: physostigmine | Target: acetylcholinesterase | Type: enzyme | Action: nan
9909,physostigmine,acetylcholinesterase,enzyme,,Drug: physostigmine | Target: acetylcholinesterase | Type: enzyme | Action: nan
9910,physostigmine,butyrylcholinesterase; protein bche,enzyme,,Drug: physostigmine | Target: butyrylcholinesterase; protein bche | Type: enzyme | Action: nan
9911,physostigmine,acetylcholinesterase,enzyme,,Drug: physostigmine | Target: acetylcholinesterase | Type: enzyme | Action: nan
9912,physostigmine,acetylcholinesterase,enzyme,,Drug: physostigmine | Target: acetylcholinesterase | Type: enzyme | Action: nan
9913,physostigmine,acetylcholinesterase,enzyme,,Drug: physostigmine | Target: acetylcholinesterase | Type: enzyme | Action: nan
9914,physostigmine,muscarinic acetylcholine receptor m1,gpcr,,Drug: physostigmine | Target: muscarinic acetylcholine receptor m1 | Type: gpcr | Action: nan
9915,physostigmine,cholinesterase,enzyme,,Drug: physostigmine | Target: cholinesterase | Type: enzyme | Action: nan
9916,physostigmine,butyrylcholinesterase,enzyme,,Drug: physostigmine | Target: butyrylcholinesterase | Type: enzyme | Action: nan
9917,physostigmine,cholinesterase,enzyme,,Drug: physostigmine | Target: cholinesterase | Type: enzyme | Action: nan
9918,physostigmine,acetylcholinesterase,enzyme,,Drug: physostigmine | Target: acetylcholinesterase | Type: enzyme | Action: nan
9919,picrotoxin,glycine receptor subunit alpha-1,ion channel,BLOCKER,Drug: picrotoxin | Target: glycine receptor subunit alpha-1 | Type: ion channel | Action: BLOCKER
9920,picrotoxin,glycine receptor subunit alpha-2,ion channel,BLOCKER,Drug: picrotoxin | Target: glycine receptor subunit alpha-2 | Type: ion channel | Action: BLOCKER
9921,picrotoxin,glycine receptor subunit beta,ion channel,BLOCKER,Drug: picrotoxin | Target: glycine receptor subunit beta | Type: ion channel | Action: BLOCKER
9922,picrotoxin,5-hydroxytryptamine receptor 3a,ion channel,BLOCKER,Drug: picrotoxin | Target: 5-hydroxytryptamine receptor 3a | Type: ion channel | Action: BLOCKER
9923,picrotoxin,gaba-a receptor; anion channel,ion channel,,Drug: picrotoxin | Target: gaba-a receptor; anion channel | Type: ion channel | Action: nan
9924,picrotin,glycine receptor subunit alpha-1,ion channel,,Drug: picrotin | Target: glycine receptor subunit alpha-1 | Type: ion channel | Action: nan
9925,picrotin,glycine receptor subunit alpha-2,ion channel,BLOCKER,Drug: picrotin | Target: glycine receptor subunit alpha-2 | Type: ion channel | Action: BLOCKER
9926,picrotin,glycine receptor subunit beta,ion channel,BLOCKER,Drug: picrotin | Target: glycine receptor subunit beta | Type: ion channel | Action: BLOCKER
9927,picrotin,glycine receptor subunit alpha-3,ion channel,,Drug: picrotin | Target: glycine receptor subunit alpha-3 | Type: ion channel | Action: nan
9928,piketoprofen,prostaglandin g/h synthase 2,enzyme,INHIBITOR,Drug: piketoprofen | Target: prostaglandin g/h synthase 2 | Type: enzyme | Action: INHIBITOR
9929,piketoprofen,prostaglandin g/h synthase 1,enzyme,INHIBITOR,Drug: piketoprofen | Target: prostaglandin g/h synthase 1 | Type: enzyme | Action: INHIBITOR
9930,pilocarpine,muscarinic acetylcholine receptor m2,gpcr,,Drug: pilocarpine | Target: muscarinic acetylcholine receptor m2 | Type: gpcr | Action: nan
9931,pilocarpine,muscarinic acetylcholine receptor m1,gpcr,,Drug: pilocarpine | Target: muscarinic acetylcholine receptor m1 | Type: gpcr | Action: nan
9932,pilocarpine,muscarinic acetylcholine receptor m1,gpcr,,Drug: pilocarpine | Target: muscarinic acetylcholine receptor m1 | Type: gpcr | Action: nan
9933,pilocarpine,muscarinic acetylcholine receptor dm1,gpcr,,Drug: pilocarpine | Target: muscarinic acetylcholine receptor dm1 | Type: gpcr | Action: nan
9934,pilocarpine,muscarinic acetylcholine receptor,gpcr,,Drug: pilocarpine | Target: muscarinic acetylcholine receptor | Type: gpcr | Action: nan
9935,pilocarpine,muscarinic acetylcholine receptor m1,gpcr,AGONIST,Drug: pilocarpine | Target: muscarinic acetylcholine receptor m1 | Type: gpcr | Action: AGONIST
9936,pilocarpine,muscarinic acetylcholine receptor m2,gpcr,AGONIST,Drug: pilocarpine | Target: muscarinic acetylcholine receptor m2 | Type: gpcr | Action: AGONIST
9937,pilocarpine,muscarinic acetylcholine receptor m3,gpcr,AGONIST,Drug: pilocarpine | Target: muscarinic acetylcholine receptor m3 | Type: gpcr | Action: AGONIST
9938,pilocarpine,muscarinic acetylcholine receptor m4,gpcr,AGONIST,Drug: pilocarpine | Target: muscarinic acetylcholine receptor m4 | Type: gpcr | Action: AGONIST
9939,pilocarpine,muscarinic acetylcholine receptor m5,gpcr,AGONIST,Drug: pilocarpine | Target: muscarinic acetylcholine receptor m5 | Type: gpcr | Action: AGONIST
9940,pilsicainide,potassium voltage-gated channel subfamily h member 2,ion channel,,Drug: pilsicainide | Target: potassium voltage-gated channel subfamily h member 2 | Type: ion channel | Action: nan
9941,pilsicainide,sodium channel protein type 4 subunit alpha,ion channel,BLOCKER,Drug: pilsicainide | Target: sodium channel protein type 4 subunit alpha | Type: ion channel | Action: BLOCKER
9942,pimecrolimus,interleukin-5,cytokine,,Drug: pimecrolimus | Target: interleukin-5 | Type: cytokine | Action: nan
9943,pimecrolimus,interferon gamma,cytokine,,Drug: pimecrolimus | Target: interferon gamma | Type: cytokine | Action: nan
9944,pimecrolimus,peptidyl-prolyl cis-trans isomerase fkbp1a,enzyme,INHIBITOR,Drug: pimecrolimus | Target: peptidyl-prolyl cis-trans isomerase fkbp1a | Type: enzyme | Action: INHIBITOR
9945,pimecrolimus,interleukin-2,cytokine,,Drug: pimecrolimus | Target: interleukin-2 | Type: cytokine | Action: nan
9946,pimecrolimus,serine/threonine-protein phosphatase 2b catalytic subunit gamma isoform,enzyme,,Drug: pimecrolimus | Target: serine/threonine-protein phosphatase 2b catalytic subunit gamma isoform | Type: enzyme | Action: nan
9947,pimecrolimus,peptidyl-prolyl cis-trans isomerase fkbp1a,enzyme,INHIBITOR,Drug: pimecrolimus | Target: peptidyl-prolyl cis-trans isomerase fkbp1a | Type: enzyme | Action: INHIBITOR
9948,pimethixene,5-hydroxytryptamine receptor 2a,gpcr,,Drug: pimethixene | Target: 5-hydroxytryptamine receptor 2a | Type: gpcr | Action: nan
9949,pimethixene,transcriptional activator protein luxr,unclassified,,Drug: pimethixene | Target: transcriptional activator protein luxr | Type: unclassified | Action: nan
9950,pimethixene,histone-lysine n-methyltransferase setd7,enzyme,,Drug: pimethixene | Target: histone-lysine n-methyltransferase setd7 | Type: enzyme | Action: nan
9951,pimobendan,type-1 angiotensin ii receptor,gpcr,,Drug: pimobendan | Target: type-1 angiotensin ii receptor | Type: gpcr | Action: nan
9952,pimobendan,phosphodiesterase 3,enzyme,INHIBITOR,Drug: pimobendan | Target: phosphodiesterase 3 | Type: enzyme | Action: INHIBITOR
9953,pimozide,mu-type opioid receptor,gpcr,,Drug: pimozide | Target: mu-type opioid receptor | Type: gpcr | Action: nan
9954,pimozide,d(2) dopamine receptor,gpcr,ANTAGONIST,Drug: pimozide | Target: d(2) dopamine receptor | Type: gpcr | Action: ANTAGONIST
9955,pimozide,alpha-2a adrenergic receptor,gpcr,,Drug: pimozide | Target: alpha-2a adrenergic receptor | Type: gpcr | Action: nan
9956,pimozide,sigma non-opioid intracellular receptor 1,membrane receptor,,Drug: pimozide | Target: sigma non-opioid intracellular receptor 1 | Type: membrane receptor | Action: nan
9957,pimozide,potassium voltage-gated channel subfamily h member 2,ion channel,,Drug: pimozide | Target: potassium voltage-gated channel subfamily h member 2 | Type: ion channel | Action: nan
9958,pimozide,multidrug resistance protein 1,transporter,,Drug: pimozide | Target: multidrug resistance protein 1 | Type: transporter | Action: nan
9959,pimozide,5-hydroxytryptamine receptor 1a,gpcr,,Drug: pimozide | Target: 5-hydroxytryptamine receptor 1a | Type: gpcr | Action: nan
9960,pimozide,5-hydroxytryptamine receptor 2a,gpcr,ANTAGONIST,Drug: pimozide | Target: 5-hydroxytryptamine receptor 2a | Type: gpcr | Action: ANTAGONIST
